codigo_do_programa;nome_do_programa;exclusao_logica_do_programa;indicador;exclusao_logica_do_indicador;unidade_de_medida;indice_de_referencia;em_apuracao?_(indice_de_referencia);data_de_apuracao;previsao_para_2022;em_apuracao?_(2022);previsao_para_2023;em_apuracao?_(2023);previsao_para_2024;em_apuracao?_(2024);previsao_para_2025;em_apuracao?_(2025);fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_do_status_em_apuracao_da(s)_previsao(es)_do(s)_indice(s);justificativa_do_status_em_apuracao_do_indice_de_referencia;data_alteracao;indicador_novo?;polaridade
95;GESTÃO DE PESSOAS;False;PERÍCIAS REALIZADAS DENTRO DO PRAZO;;%;72.00;;31/12/2019;85.00;;90.00;;95.00;;95.00;;SUPERINTENDÊNCIA CENTRAL DE PERÍCIA MÉDICA E SAÚDE OCUPACIONAL;Anual;Estadual;(SOMATÓRIO DO NÚMERO DE PERÍCIAS REALIZADAS DENTRO DO PRAZO DE CINCO DIAS ÚTEIS/ SOMATÓRIO DO NÚMERO TOTAL DE PERÍCIAS AGENDADAS) X 100;;;03/11/2021 14:06:00;;MAIOR
96;DESJUDICIALIZA MINAS;False;GUIAS DE CONDENAÇÃO JUDICIAIS PAGAS ADMINISTRATIVAMENTE;;UNIDADE;;Em Apuração;;;Em Apuração;;Em Apuração;;Em Apuração;;Em Apuração;AEST;Anual;Estadual;SOMA DAS GUIAS DE CONDENAÇÃO JUDICIAIS PAGAS EXTRAJUDICIALMENTE;;;03/11/2021 14:06:00;;MAIOR
96;DESJUDICIALIZA MINAS;False;ORIENTAÇÕES DE DESJUDICIALIZAÇÃO OU PADRONIZAÇÃO ELABORADAS;;UNIDADE;40.00;;01/09/2021;40.00;;40.00;;40.00;;40.00;;AEST;Anual;Estadual;SOMA DAS ORIENTAÇÕES DE DESJUDICIALIZAÇÃO OU PADRONIZAÇÃO ELABORADAS;;;03/11/2021 14:06:00;;MAIOR
96;DESJUDICIALIZA MINAS;False;CERTIDÕES DE DÍVIDA ATIVA TRIBUTÁRIA OU NÃO-TRIBUTÁRIAS PROTESTADAS EXTRAJUDICIALMENTE;;UNIDADE;401700.00;;31/12/2019;121704.00;;121704.00;;121704.00;;;;ASPLAN;Anual;Estadual;SOMA DAS CERTIDÕES PROTESTADAS EXTRAJUDICIALMENTE;;;21/09/2021 14:13:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;IDEB ENSINO MÉDIO;;número absoluto;4.00;;30/09/2020;0.00;;4.40;;0.00;;4.70;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;;número absoluto;4.60;;30/09/2020;0.00;;5.00;;0.00;;5.20;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;;número absoluto;6.50;;30/09/2020;0.00;;6.90;;0.00;;7.10;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;O INDICADOR TEM PERIODICIDADE DE MENSURAÇÃO BIANUAL, TENDO EM VISTA A REALIZAÇÃO DAS AVALIAÇÕES.;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;246.50;;31/05/2019;260.60;;262.85;;265.10;;266.20;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;;número absoluto;253.80;;31/01/2020;264.00;;266.00;;268.00;;269.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;222.40;;31/01/2020;227.00;;228.25;;229.50;;232.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM  LÍNGUA PORTUGUESA/ PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;;número absoluto;230.40;;31/01/2020;241.50;;244.25;;247.00;;249.85;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ALUNOS DO ENSINO MÉDIO EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;265.20;;31/01/2020;276.40;;280.80;;282.20;;283.70;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES AVALIADOS EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
105;EDUCAÇÃO INTEGRAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DO ENSINO MÉDIO EM MATEMÁTICA (PROEB/SEE).;;número absoluto;268.60;;31/05/2019;274.50;;278.30;;280.30;;282.20;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;246.50;;31/05/2019;260.60;;262.85;;265.10;;266.20;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;;número absoluto;253.80;;31/01/2020;264.00;;266.00;;268.00;;269.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;222.40;;31/01/2020;227.00;;228.25;;229.50;;232.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM  LÍNGUA PORTUGUESA/ PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;;número absoluto;230.40;;31/01/2020;241.50;;244.25;;247.00;;249.85;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ALIMENTOS ADQUIRIDOS DA AGRICULTURA FAMILIAR.;;Percentual %;26.00;;28/02/2021;30.00;;30.00;;30.00;;30.00;;SUPERINTENDÊNCIA DE PLANEJAMENTO E FINANÇAS;Anual;Estadual;(VALOR DA AQUISIÇÃO DE ALIMENTAÇÃO ESCOLAR ADVINDA DA AGRICULTURA FAMILIAR / VALOR DE TODAS AS AQUISIÇÕES) * 100;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;;número absoluto;4.60;;30/09/2020;0.00;;5.00;;0.00;;5.20;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;;número absoluto;6.50;;30/09/2020;0.00;;6.90;;0.00;;7.10;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ESCOLAS COM LABORATÓRIO DE INFORMÁTICA EM FUNCIONAMENTO, DE ACORDO COM O PADRÃO SEE/MG;;Percentual %;80.00;;28/02/2022;90.00;;92.00;;94.00;;96.00;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS QUE ALCANCEM O NÍVEL DO PADRÃO SEE-MG/TOTAL DE ESCOLAS DA REDE) X 100;;;03/09/2021 17:00:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE UNIDADES ESCOLARES COM INFRAESTRUTURA DA SUA REDE FÍSICA AVALIADA COMO BOA OU MUITO BOA;;Porcentagem (%);49.59;;01/01/2019;60.00;;65.00;;70.00;;75.00;;DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Anual;Estadual;(NÚMERO DE UNIDADES ESCOLARES (ENDEREÇOS) COM INFRAESTRUTURA AVALIADA COMO BOA OU MUITO BOA /NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;03/09/2021 17:00:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ESCOLAS COM CONECTIVIDADE, COM VELOCIDADE MÍNIMA DE CONEXÃO DE ACORDO COM O PADRÃO SEE (10 MB);;Percentual %;95.00;;31/01/2021;97.00;;98.00;;99.00;;100.00;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS COM O PADRÃO SEE / TOTAL DE ESCOLAS DA REDE) X 100;;;03/09/2021 17:00:00;;MAIOR
106;ENSINO FUNDAMENTAL;False;PERCENTUAL DE ESCOLAS COM INFRAESTRUTURA ADEQUADA PARA ELABORAÇÃO DAS REFEIÇÕES;;Percentual %;62.85;;31/01/2021;95.00;;100.00;;100.00;;;;QUESTIONÁRIO DAS VISITAS IN LOCO OU DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Mensal;Estadual;(NÚMERO DE ESCOLAS COM INFRAESTRUTURA ADEQUADA/NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;03/09/2021 17:00:00;;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ESCOLAS COM INFRAESTRUTURA ADEQUADA PARA ELABORAÇÃO DAS REFEIÇÕES;;Porcentagem;62.85;;31/01/2021;95.00;;100.00;;100.00;;;;QUESTIONÁRIO DAS VISITAS IN LOCO OU DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Mensal;Estadual;(NÚMERO DE ESCOLAS COM INFRAESTRUTURA ADEQUADA/NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;03/09/2021 17:01:00;;MAIOR
107;ENSINO MÉDIO;False;PROFICIÊNCIA MÉDIA DOS ALUNOS DO ENSINO MÉDIO EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;265.20;;31/01/2020;276.40;;280.80;;282.20;;283.70;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES AVALIADOS EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
107;ENSINO MÉDIO;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DO ENSINO MÉDIO EM MATEMÁTICA (PROEB/SEE).;;número absoluto;268.60;;31/05/2019;274.50;;278.30;;280.30;;282.20;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ESCOLAS COM CONECTIVIDADE, COM VELOCIDADE MÍNIMA DE CONEXÃO DE ACORDO COM O PADRÃO SEE.;;Percentual;95.00;;31/01/2022;97.00;;98.00;;99.00;;100.00;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS COM O PADRÃO SEE / TOTAL DE ESCOLAS DA REDE) X 100;;;03/09/2021 17:01:00;;MAIOR
107;ENSINO MÉDIO;False;ÍNDICE DE DESENVOLVIMENTO DA EDUCAÇÃO BÁSICA ENSINO MÉDIO;;número absoluto;4.00;;30/09/2020;0.00;;4.40;;0.00;;4.70;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;IDEB= SOMATÓRIO(MÉDIA DE PROEFICIÊNCIA EM PORTUGUÊS E MATEMÁTICA)* (TAXA DE APROVAÇÃO);;;03/11/2021 14:06:00;;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE UNIDADES ESCOLARES COM INFRAESTRUTURA DA SUA REDE FÍSICA AVALIADA COMO BOA OU MUITO BOA;;Porcentagem;49.59;;30/06/2021;60.00;;65.00;;70.00;;;;DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Anual;Estadual;(NÚMERO DE UNIDADES ESCOLARES (ENDEREÇOS) COM INFRAESTRUTURA AVALIADA COMO BOA OU MUITO BOA /NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;03/09/2021 17:01:00;;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE ESCOLAS COM LABORATÓRIO DE INFORMÁTICA EM FUNCIONAMENTO, DE ACORDO COM O PADRÃO SEE/MG;;Porcentagem;80.00;;28/02/2022;90.00;;92.00;;94.00;;96.00;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS QUE ALCANCEM O NÍVEL DO PADRÃO SEE-MG/TOTAL DE ESCOLAS DA REDE) X 100;;;03/09/2021 17:01:00;;MAIOR
107;ENSINO MÉDIO;False;PERCENTUAL DE UNIDADES ESCOLARES COM INFRAESTRUTURA DA SUA REDE FÍSICA AVALIADA COMO BOA OU MUITO BOA;;Porcentagem (%);49.59;;01/01/2019;60.00;;65.00;;70.00;;75.00;;;;;;;;03/09/2021 17:01:00;;
107;ENSINO MÉDIO;False;PERCENTUAL DE ALIMENTOS ADQUIRIDOS DA AGRICULTURA FAMILIAR;;Percentual;26.00;;28/02/2021;30.00;;30.00;;30.00;;30.00;;SUPERINTENDÊNCIA DE PLANEJAMENTO E FINANÇAS;Anual;Estadual;(VALOR DA AQUISIÇÃO DE ALIMENTAÇÃO ESCOLAR ADVINDA DA AGRICULTURA FAMILIAR / VALOR DE TODAS AS AQUISIÇÕES) * 100;;;03/11/2021 14:06:00;;MAIOR
108;EDUCAÇÃO PROFISSIONAL;False;IDEB ENSINO MÉDIO;;número absoluto;4.00;;30/09/2020;0.00;;4.40;;0.00;;4.70;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;IDEB ANOS FINAIS DO ENSINO FUNDAMENTAL;;número absoluto;4.60;;30/09/2020;0.00;;5.00;;0.00;;5.20;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;IDEB ANOS INICIAIS DO ENSINO FUNDAMENTAL;;número absoluto;6.50;;30/09/2020;0.00;;6.90;;0.00;;7.10;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;IDEB ENSINO MÉDIO;;número absoluto;4.00;;30/09/2020;0.00;;4.40;;0.00;;4.70;;INEP - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANÍSIO TEIXEIRA;Bianual;Estadual;DESEMPENHO NAS AVALIAÇÕES DO SAEB X TAXA DE APROVAÇÃO;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PERCENTUAL DE ALIMENTOS ADQUIRIDOS DA AGRICULTURA FAMILIAR.;;Percentual;26.00;;28/02/2022;30.00;;30.00;;30.00;;30.00;;SUPERINTENDÊNCIA DE PLANEJAMENTO E FINANÇAS;Anual;Estadual;(VALOR DA AQUISIÇÃO DE ALIMENTAÇÃO ESCOLAR ADVINDA DA AGRICULTURA FAMILIAR / VALOR DE TODAS AS AQUISIÇÕES) * 100;;;03/09/2021 17:04:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;246.50;;31/05/2019;260.60;;262.85;;265.10;;266.20;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS FINAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;;número absoluto;253.80;;31/01/2020;264.00;;266.00;;268.00;;269.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;222.40;;31/01/2020;227.00;;228.25;;229.50;;232.00;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM  LÍNGUA PORTUGUESA/ PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DOS ANOS INICIAIS DO ENSINO FUNDAMENTAL EM MATEMÁTICA (PROEB/SEE).;;número absoluto;230.40;;31/01/2020;241.50;;244.25;;247.00;;249.85;;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS.;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ALUNOS DO ENSINO MÉDIO EM LÍNGUA PORTUGUESA (PROEB/SEE).;;número absoluto;265.20;;31/01/2020;276.40;;280.80;;282.20;;283.70;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES AVALIADOS EM LÍNGUA PORTUGUESA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PROFICIÊNCIA MÉDIA DOS ESTUDANTES DA REDE ESTADUAL DO ENSINO MÉDIO EM MATEMÁTICA (PROEB/SEE).;;número absoluto;268.90;;31/05/2019;274.50;;278.30;;280.30;;282.20;;SECRETARIA DE ESTADO DE EDUCAÇÃO;Anual;Estadual;SOMATÓRIO DA PROFICIÊNCIA DOS ESTUDANTES DO ANO AVALIADO EM MATEMÁTICA / PELO TOTAL DE ESTUDANTES DO ANO AVALIADO QUE REALIZARAM A PROVA.;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PERCENTUAL DE ESCOLAS COM CONECTIVIDADE, COM VELOCIDADE MÍNIMA DE CONEXÃO DE ACORDO COM O PADRÃO SEE.;;Percentual;95.00;;31/01/2021;97.00;;98.00;;99.00;;100.00;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS COM O PADRÃO SEE / TOTAL DE ESCOLAS DA REDE) X 100;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PERCENTUAL DE ESCOLAS COM LABORATÓRIO DE INFORMÁTICA EM FUNCIONAMENTO, DE ACORDO COM O PADRÃO SEE/MG;;Porcentagem;80.00;;28/02/2021;90.00;;92.00;;94.00;;96.00;;SUBSECRETARIA DE INFORMAÇÕES E TECNOLOGIAS EDUCACIONAIS;Anual;Estadual;(TOTAL DE ESCOLAS QUE ALCANCEM O NÍVEL DO PADRÃO SEE-MG/TOTAL DE ESCOLAS DA REDE) X 100;;;03/11/2021 14:06:00;;MAIOR
110;ORGANIZAÇÃO, AVALIAÇÃO E GESTÃO ESCOLAR;False;PERCENTUAL DE UNIDADES ESCOLARES COM INFRAESTRUTURA DA SUA REDE FÍSICA AVALIADA COMO BOA OU MUITO BOA;;Porcentagem;49.59;;30/06/2020;60.00;;65.00;;70.00;;75.00;;DIAGNÓSTICO DA INFRAESTRUTURA ESCOLAR;Anual;Estadual;(NÚMERO DE UNIDADES ESCOLARES (ENDEREÇOS) COM INFRAESTRUTURA AVALIADA COMO BOA OU MUITO BOA /NÚMERO TOTAL DE ESCOLAS ESTADUAIS) X 100;;;03/11/2021 14:06:00;;MAIOR
112;MODALIDADES E TEMÁTICAS ESPECIAIS DE ENSINO;False;TAXA DE ABANDONO NAS ESCOLAS QUILOMBOLAS - ENSINO FUNDAMENTAL;;Percentual;1.40;;31/08/2020;0.50;;0.50;;0.50;;0.50;;INEP  CENSO ESCOLAR;Anual;Estadual;(NÚMERO DE ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) / (NÚMERO DE APROVAÇÕES, REPROVAÇÕES E ABANDONOS NO ENSINO FUNDAMENTAL NAS ESCOLAS QUILOMBOLAS) X 100;;;03/11/2021 14:06:00;;MAIOR
